id,GBSA-Evdw,GBSA-Eele,GBSA-GGB,GBSA-GSA,MM/GBSA,VDW,HB,HP,HM,HS,RT,X-Score,-logka,deltaGexp,charge,C,N,O,F,P,S,Cl,Br,I,heavy atoms,H
1h23,-73.4953,-579.9614,584.3428,-8.2627,-77.3766,862.4,2,203.4,5.17,392.7,15,7.61,8.35,-11.3560,2,30,4,2,0,0,0,0,0,0,36,48
1k1i,-42.6159,-135.7143,118.8287,-5.1952,-64.6967,574.1,5,42.6,3.69,158.1,5,6.52,6.58,-8.9488,0,26,4,5,0,0,1,0,0,0,36,28
1lpg,-64.4493,-34.6472,42.7386,-7.2872,-63.6451,840.9,2.5,94.4,2.32,235.7,7,7.32,7.09,-9.6424,2,34,5,2,0,0,0,0,0,0,41,37
1mq6,-66.1313,-37.2089,54.0992,-5.948,-55.189,814,0.7,66.9,2.26,261,3,7.35,11.15,-15.1640,0,23,5,4,0,0,1,3,0,0,36,20
1nc1,-52.1617,-59.765,54.0939,-5.2303,-63.0631,623.3,4.9,39.7,0.25,70.1,3,6.31,6.12,-8.3232,0,12,4,3,0,0,1,0,0,0,20,16
1nc3,-44.9802,-78.4193,58.4296,-4.6365,-69.6064,614.2,7.7,0,0,0,2,6.32,5,-6.8000,0,10,5,4,0,0,0,0,0,0,19,13
1nvq,-60.3101,-299.7688,299.8018,-6.9655,-67.2426,776.3,3.9,123.7,3.99,220.1,2,7.86,8.25,-11.2200,1,28,4,4,0,0,0,0,0,0,36,27
1o0h,0,-360.026,385.5157,-4.5237,20.966,447,6.9,0,0,0,5,5.34,5.92,-8.0512,-3,10,5,10,0,2,0,0,0,0,27,12
1o3f,-38.6607,19.327,-28.8381,-4.2033,-52.3751,528.2,4.4,49.8,0.67,185.2,0,6.37,7.96,-10.8256,1,21,3,1,0,0,0,0,0,0,25,18
1o5b,-30.2865,-95.8806,87.8772,-3.1172,-41.4071,382.8,2.5,27,1.11,174.5,0,5.63,5.77,-7.8472,1,9,2,0,0,0,1,0,0,1,13,8
1owh,-31.9805,-195.9427,186.8165,-4.4437,-45.5504,500.7,3.7,34,0,171.3,1,5.98,7.4,-10.0640,2,19,4,1,0,0,0,0,0,0,24,20
1oyt,-48.3062,-83.4551,84.3475,-5.9732,-53.387,687.5,3.4,74.9,1.64,235.6,3,6.96,7.24,-9.8464,2,23,4,2,1,0,0,0,0,0,30,25
1p1n,-26.6329,-309.529,266.8423,-4.1865,-73.5061,419.7,6.3,39.2,0.74,124.6,4,5.65,6.8,-9.2480,-1,10,1,4,0,0,0,0,0,0,15,14
1p1q,-23.9328,-167.3642,120.3446,-4.0174,-74.9698,377.9,6.5,31.8,0.28,89.3,3,5.45,4.89,-6.6504,0,7,2,4,0,0,0,0,0,0,13,10
1ps3,-0.5804,-190.9715,104.0499,-3.5052,-91.0072,422.6,6.4,0,0,0,1,5.54,2.28,-3.1008,0,8,2,6,0,0,0,0,0,0,16,12
1pxn,-42.3262,-47.6166,46.2833,-5.869,-49.5285,580,2.5,70.3,1.53,176.4,0,6.6,7.15,-9.7240,0,15,5,1,0,0,1,0,0,0,22,15
1q8t,-37.4364,-114.9226,114.0392,-5.1173,-43.4371,453.9,1.3,56.5,1.2,211.4,2,5.8,4.76,-6.4736,1,14,3,1,0,0,0,0,0,0,18,22
1q8u,-45.9477,-90.9933,95.4669,-5.7318,-47.2059,510.5,1,93.4,2.69,188.2,1,6.36,5.96,-8.1056,1,16,3,2,0,0,1,0,0,0,22,22
1qf1,-38.4609,6.9966,-30.447,-6.1486,-68.0599,612.1,6,101.3,2.72,353.7,10,6.65,7.32,-9.9552,-1,19,2,4,0,0,1,0,0,0,26,27
1qkt,-42.8293,-21.3797,24.8716,-5.3376,-44.675,522.7,1.5,166.4,4.18,284.1,0,7.07,9.04,-12.2944,0,18,0,2,0,0,0,0,0,0,20,24
1r5y,-25.1502,-55.6257,47.1566,-3.5738,-37.1931,363.8,5.6,42.5,1.31,68.4,0,5.72,6.46,-8.7856,0,8,4,1,0,0,0,0,0,0,13,8
1s38,-30.9305,-57.3387,41.7492,-3.4117,-49.9317,382.9,4.6,61.8,1.6,145,0,5.91,5.15,-7.0040,0,9,3,1,0,0,0,0,0,0,13,9
1sqa,-36.5228,-256.0686,232.4266,-5.3849,-65.5497,623.2,3.4,34.8,0.34,158.2,1,6.47,9.21,-12.5256,2,23,7,1,0,0,0,0,0,0,31,23
1syi,-30.986,-163.5742,117.5328,-4.4239,-81.4513,509.4,8.4,46.9,0.37,102,3,6.2,5.44,-7.3984,0,10,3,4,0,0,0,0,0,0,17,13
1u1b,-51.7399,-796.3185,773.3108,-7.6362,-82.3838,733.3,5.9,10.5,0.28,47.9,12,5.96,7.8,-10.6080,-6,20,7,20,0,4,0,0,0,0,51,23
1uto,-16.6998,15.1184,-27.0363,-2.8738,-31.4915,263.1,1.7,21.4,0,126.7,2,4.69,2.27,-3.0872,1,8,1,0,0,0,0,0,0,0,9,12
1vso,-26.3117,-197.3351,182.4161,-4.2658,-45.4965,389.6,7.5,45.9,1.58,155.6,5,5.71,4.72,-6.4192,-2,11,2,7,0,1,0,0,0,0,21,17
1w4o,-22.0173,-289.0649,311.3965,-3.3949,-3.0806,389.3,6.9,4,0.14,18.8,3,5.34,5.22,-7.0992,-2,9,2,9,0,1,0,0,0,0,21,11
1y6r,-45.3637,-434.4559,400.3303,-5.1867,-84.6760,649.2,6,29.2,0.25,38.3,3,6.42,10.11,-13.7496,1,12,5,2,0,0,1,0,0,0,20,18
1yc1,-43.2205,41.58,-31.6521,-5.8785,-39.1711,591.1,3,79.6,1.81,178.8,1,6.66,6.17,-8.3912,-1,19,2,6,0,0,0,0,0,0,27,15
1ydr,-39.6094,-102.9814,102.369,-5.1134,-45.3352,493.8,1.5,76.4,2.47,133.8,1,6.18,5.52,-7.5072,1,14,3,2,0,0,1,0,0,0,20,18
1ydt,-57.876,-86.1807,95.5654,-6.8098,-55.3011,673.7,1.2,93.8,2.78,238.4,6,6.69,7.32,-9.9552,1,20,3,2,0,0,1,0,1,0,27,21
1z6e,-66.0151,-71.5343,85.2952,-6.1472,-58.4014,888.2,1.4,51.4,1.01,133.7,2,7.4,9.72,-13.2192,1,24,8,2,4,0,0,0,0,0,38,21
1z95,-59.6903,-31.1591,42.5084,-8.1617,-56.5027,762.9,1.4,125.3,3.48,212.6,4,7.38,7.12,-9.6832,0,18,2,4,4,0,1,0,0,0,29,14
1z9g,-18.0846,-55.8962,53.4893,-4.7658,-25.2573,391.7,2.6,65.6,1.64,232.4,5,5.52,5.64,-7.6704,-1,12,1,3,0,0,1,0,0,0,17,14
2al5,-24.9433,-154.612,112.2011,-4.3005,-71.6547,453.1,8.2,0,0,0,3,5.64,8.4,-11.4240,0,7,3,4,1,0,0,0,0,0,15,8
2br1,-48.403,-25.8399,40.7465,-5.3672,-38.8636,587,1,71.1,2.59,119.6,4,6.25,5.14,-6.9904,0,22,3,4,0,0,0,0,0,0,29,21
2brb,-44.7098,-24.0531,36.0387,-5.0373,-37.7615,534.8,0.8,82.8,3.6,167.3,2,6.41,4.86,-6.6096,0,20,3,2,0,0,0,0,0,0,25,17
2c3i,-46.3046,-27.2612,40.1956,-5.4567,-38.8269,539.5,0.9,133.9,3.32,235.2,2,6.65,7.6,-10.3360,0,18,4,1,0,0,0,0,0,0,23,18
2cbv,-8.4936,-380.3895,309.7315,-3.1808,-82.3324,379.7,8.1,16.4,0,55,0,5.7,5.48,-7.4528,1,7,1,4,0,0,0,0,0,0,12,14
2cet,-34.9461,-84.9328,71.2182,-4.7583,-53.419,590.9,6.7,51.8,1.98,136.5,4,6.58,8.02,-10.9072,0,16,2,4,0,0,0,0,0,0,22,20
2fvd,-52.1972,-56.1859,67.8358,-6.5308,-47.0781,659.3,2,43.8,1.31,86.9,2,6.48,8.52,-11.5872,0,18,5,4,2,0,1,0,0,0,30,21
2fxs,-39.1433,-54.43,56.381,-5.5107,-42.703,475.3,2,43.2,1.59,109,5,5.57,6.06,-8.2416,0,18,1,8,0,0,0,1,0,0,28,18
2hb1,-24.1536,-285.4843,249.5618,-3.7852,-63.8613,363.2,3.7,20.6,1.09,90.8,3,5.26,3.8,-5.1680,-2,7,0,5,0,0,1,0,1,0,14,3
2iwx,-35.5777,-37.8905,35.2014,-4.948,-43.2148,477.9,1.4,66.9,2.19,206.5,0,6.22,6.68,-9.0848,0,18,0,5,0,0,0,1,0,0,24,21
2j78,-15.0141,-110.4797,98.0044,-3.8208,-31.3102,397.6,6.8,0,0,0,1,5.47,6.42,-8.7312,0,6,2,5,0,0,0,0,0,0,13,12
2j7h,1.9816,-564.0197,488.7264,-3.0774,-76.3891,323.5,6.1,0,0,0,1,5.12,7.19,-9.7784,2,5,2,3,0,0,0,0,0,0,10,14
2p15,-62.2269,-25.4158,30.771,-7.9135,-64.7852,823.7,2.8,265.7,6.72,354.4,1,9,10.3,-14.0080,0,27,0,2,3,0,0,0,0,0,32,29
2p4y,-71.591,8.3628,7.0207,-8.8869,-65.0944,898.1,1,140.8,5.39,301.1,7,8.05,9,-12.2400,-1,28,2,6,3,0,0,1,0,0,40,21
2pog,-41.7373,-32.183,32.5085,-5.6277,-47.0395,555.3,2.7,164.4,4.15,277.1,1,7.19,9.54,-12.9744,0,18,0,3,0,0,0,0,0,0,21,18
2qbp,-54.7912,-314.8942,286.0847,-7.7304,-91.3311,720.6,2.9,86.3,4.07,273.7,6,7.2,8.4,-11.4240,-2,25,2,7,0,0,2,0,1,0,37,23
2qbq,-43.559,-286.1298,265.0406,-6.0158,-70.664,586.9,3.6,80.2,5.57,276.8,4,7.07,7.44,-10.1184,-2,23,1,5,0,0,1,0,1,0,31,26
2qbr,-42.1322,-296.3619,267.7543,-6.202,-76.9418,568.9,3.6,81.6,3.75,228.2,5,6.62,6.33,-8.6088,-2,20,1,5,0,0,1,0,1,0,28,14
2qe4,-44.6378,-32.869,35.5348,-6.1443,-48.1163,594.1,2.2,146.3,4.11,224.6,3,7.01,7.96,-10.8256,0,20,0,4,0,0,0,0,0,0,24,22
2qnq,-68.0459,-156.8118,154.5214,-8.2584,-78.5947,871.6,1.9,141.5,6.3,385.1,8,8.17,6.11,-8.3096,1,30,3,4,0,0,2,2,0,0,41,30
2r9w,-34.4454,-242.7905,240.1611,-4.9469,-42.0217,472.1,2.6,88.5,4.51,181.8,3,6.38,5.1,-6.9360,-2,22,1,6,0,0,0,0,0,0,29,13
2v00,-33.9674,-38.9501,47.4199,-3.8776,-29.3752,373.2,1.6,69.5,1.31,166.5,3,5.41,3.66,-4.9776,0,12,3,1,0,0,0,0,0,0,16,13
2v7a,-58.8242,-215.5122,226.9754,-7.0663,-54.4273,685.8,2.4,68.9,2.29,165.4,2,6.93,8.3,-11.2880,1,26,6,3,0,0,0,0,0,0,35,31
2vkm,-94.4998,-313.4301,309.6907,-10.8236,-109.0628,1158.8,3.6,159.9,3.18,358.3,10,8.9,8.74,-11.8864,1,36,4,6,0,0,1,0,0,0,47,43
2vvn,-37.4058,-61.8182,48.7207,-4.8995,-55.4028,513.3,4.6,30.9,0.78,110.3,2,6.02,7.3,-9.9280,0,9,2,4,0,0,1,0,0,0,16,16
2vw5,-52.1932,-65.7726,69.7289,-7.7483,-55.9852,626.9,3.5,102.2,3.33,271.3,3,7.07,8.52,-11.5872,0,28,2,6,0,0,0,0,0,0,36,42
2w4x,-34.3618,-67.3865,56.0698,-4.9749,-50.6534,415.1,4.6,0,0,0,2,5.29,4.85,-6.5960,0,8,3,7,0,0,0,0,0,0,18,15
2w66,-22.0586,-237.9657,199.9834,-4.9027,-64.9436,466.6,6.1,16.9,0.27,88.1,2,5.81,4.05,-5.5080,1,9,2,5,0,0,0,0,0,0,16,19
2wbg,-38.4457,-69.8343,65.2884,-5.1455,-48.1371,561.2,6.8,43.3,2.68,118.3,7,6.26,4.45,-6.0520,0,15,2,5,0,0,0,0,0,0,22,28
2wca,-43.0838,-91.2242,80.2965,-6.2341,-60.2456,486.9,4.1,65.2,2.57,152.7,6,5.94,5.6,-7.6160,0,17,3,7,0,0,0,0,0,0,27,23
2weg,-2.3867,-157.401,111.4969,-3.444,-51.7348,263.3,2.5,29,1.35,89.8,1,4.99,6.5,-8.8400,0,6,1,2,1,0,1,0,0,0,11,6
2wer,-36.2636,-48.8415,47.4084,-4.852,-42.5487,514.1,1.4,62.4,2.14,182.1,0,6.32,7.05,-9.5880,0,18,0,6,0,0,0,1,0,0,25,17
2wn9,-38.7207,-19.9605,31.0574,-5.1128,-32.7366,449.5,1,72.2,2.45,118.9,1,5.93,8.52,-11.5872,0,18,2,2,0,0,0,0,0,0,22,18
2wnc,-41.3446,-554.1573,549.945,-4.066,-49.6229,491.7,0,97.4,3.09,200.5,2,6.2,6.32,-8.5952,1,17,2,2,0,0,0,0,0,0,21,21
2wtv,-59.882,-177.9127,188.0759,-7.1529,-56.8717,708.3,2,100.5,4.5,270.5,0,7.67,8.74,-11.8864,-1,25,4,2,2,0,0,1,0,0,34,14
2wvt,-17.6339,-95.5701,62.4454,-3.753,-54.5116,367.4,6.2,0,0,0,2,5.22,6.12,-8.3232,1,7,1,5,0,0,0,0,0,0,13,16
2x00,-63.7652,-17.9524,41.7313,-6.9097,-46.896,746.1,0,195.5,5.26,428.3,1,8.18,11.33,-15.4088,0,32,1,4,0,0,0,0,0,0,37,47
2xb8,-44.7377,470.1494,-479.1773,-5.848,-59.6136,645.8,6.6,79.2,1.64,111.9,4,6.8,7.59,-10.3224,-1,15,0,7,0,0,0,0,0,0,22,17
2xbv,-67.0926,-45.9072,70.4116,-6.9467,-49.5349,865.8,1,90.4,2.08,260.6,4,7.54,8.43,-11.4648,1,24,5,3,3,0,0,1,0,0,36,22
2xdl,-40.1177,-21.6453,31.5813,-4.9785,-35.1602,417.1,1.2,35,1.69,177.3,3,5.52,3.1,-4.2160,0,12,1,3,0,0,0,0,0,0,16,17
2xii,-41.2388,-97.3966,83.5172,-5.2331,-60.3513,614.3,5,42.4,0.53,216.3,2,6.6,7.2,-9.7920,1,21,2,5,0,0,0,0,0,0,28,23
2xj7,-26.621,-304.4454,269.5145,-4.5256,-66.0775,484,5.8,28.3,0.62,124.7,1,6.07,6.66,-9.0576,1,10,2,4,0,0,0,0,0,0,16,19
2xnb,-53.4313,1.9794,9.6224,-5.7158,-47.5453,639.7,2.9,71.6,2.21,139.5,0,6.91,6.83,-9.2888,1,19,6,1,0,0,1,0,0,0,27,23
2xys,-45.0194,-545.9969,547.4307,-5.1142,-48.6998,571.3,0,135.8,3.36,199.4,0,6.84,7.42,-10.0912,1,21,2,2,0,0,0,0,0,0,25,25
2y5h,-61.5541,-153.9743,169.0018,-6.2538,-52.7804,658.7,0.4,39.7,1.02,237.4,4,6.35,5.79,-7.8744,2,22,4,3,0,0,1,1,0,0,31,29
2yfe,-48.4272,47.4389,-31.7734,-6.2286,-38.9903,556.8,1,148,4.26,324.6,6,6.68,6.63,-9.0168,-1,21,0,4,0,0,0,0,0,0,25,23
2yge,-55.7624,-42.8236,57.5269,-7.5262,-48.5853,617.5,1.8,60.9,2.58,177.2,5,6.39,5.06,-6.8816,0,29,2,9,0,0,0,0,0,0,40,40
2yki,-66.3297,-54.3162,61.045,-7.3621,-66.963,905.2,3.6,203.9,5.24,245.3,1,8.87,9.46,-12.8656,0,27,6,1,0,0,0,0,0,0,34,18
2ymd,-29.1013,-927.3542,913.2764,-3.7011,-46.8802,437.7,5,75.2,1.32,104.4,2,5.95,3.16,-4.2976,1,10,2,1,0,0,0,0,0,0,13,13
2zb1,-57.1291,-17.5473,32.8855,-6.7758,-48.5667,683.2,1.2,163.1,4.73,382.5,2,7.72,6.32,-8.5952,0,21,3,2,0,0,0,0,0,0,26,21
2zcq,4.2183,-624.4065,439.4836,-6.6258,-187.3304,547.3,7.7,122.3,2.36,243.7,6,6.72,8.82,-11.9952,-3,16,0,7,0,1,1,0,0,0,25,16
2zcr,-38.2769,79.8277,-139.4342,-8.0999,-105.9833,654.7,3.9,181,5.12,354.6,7,7.46,6.87,-9.3432,-3,20,0,6,0,1,1,0,0,0,28,24
2zda,-46.614,-163.3953,158.849,-6.1756,-57.3359,680.4,5.1,104.3,2.7,245.5,6,7.04,8.4,-11.4240,2,22,5,2,0,0,0,0,0,0,29,29
2zy1,-42.4629,167.8948,-174.3501,-6.3444,-55.2626,563.3,3.6,118.3,3.69,255.8,7,6.56,7.4,-10.0640,-2,17,1,5,0,1,0,0,0,0,24,18
3acw,-43.9064,-251.0498,257.1636,-5.3001,-43.0927,577.6,0,163.2,4.76,266.2,1,7.13,4.76,-6.4736,1,19,1,1,0,0,0,0,0,0,21,22
3ag9,-67.3149,-57.3276,48.6797,-10.6872,-86.65,873.4,4.4,44.1,2.51,169.6,29,5.56,8.05,-10.9480,3,40,18,9,0,0,0,0,0,0,67,73
3ao4,-35.4102,-32.0928,42.7573,-3.8072,-28.5529,454.8,1.1,38.5,1.11,96.6,0,5.73,2.07,-2.8152,0,11,3,2,0,0,0,0,0,0,16,11
3arp,-57.1428,-960.6792,971.6622,-6.243,-52.4028,653,0,171.8,6.04,372.9,9,7.1,7.15,-9.7240,2,30,4,0,0,0,0,0,0,0,34,38
3arq,-42.0023,-519.2454,521.2062,-4.7389,-44.7804,578,1.1,104.1,4.3,171.4,3,6.68,6.4,-8.7040,1,26,1,9,0,0,0,0,0,0,36,28
3aru,-34.907,-4.8171,18.8112,-3.2178,-24.1307,370.9,0.4,36.6,0.98,147.9,5,4.98,3.22,-4.3792,0,13,4,3,0,0,0,0,0,0,20,18
3arv,-26.3671,-5.8664,20.1021,-2.3413,-14.4727,422.7,0,98.8,2.83,97.1,0,5.93,5.64,-7.6704,0,20,1,4,0,0,0,0,0,0,25,15
3ary,-28.1539,-4.5797,18.7252,-2.8374,-16.8458,315.7,0,37.1,0.77,70.7,0,5.01,6,-8.1600,0,12,3,1,0,0,1,0,0,0,17,9
3b1m,-66.3293,-6.0296,26.4988,-7.4119,-53.272,777,0,180.7,5.47,326.2,4,7.91,8.48,-11.5328,0,30,1,7,0,0,0,0,0,0,38,27
3b27,-32.8886,-18.285,21.3639,-4.1249,-33.9346,368.2,0.8,63.7,2.56,177.8,1,5.65,5.16,-7.0176,0,10,4,0,0,0,1,1,0,0,16,9
3b5r,-60.1737,-43.4161,47.9554,-8.0019,-63.6363,764.6,1.6,127.6,3.8,248.6,4,7.5,8.77,-11.9272,0,18,2,3,4,0,0,1,0,0,28,13
3b65,-65.0922,-43.4419,48.766,-7.3098,-67.0779,720.4,1.1,157,4.59,301.5,4,7.55,9.27,-12.6072,0,18,3,3,0,0,0,0,0,1,25,14
3b68,-67.0524,-42.5191,55.2326,-8.4145,-62.7534,874.4,1.6,136.5,3.45,280.3,4,7.96,8.4,-11.4240,0,19,3,6,3,0,0,0,0,0,31,18
3bgz,-39.1164,188.3996,-178.9097,-5.1101,-34.7366,529.3,1.5,179,5.58,259.7,0,7.28,6.26,-8.5136,-1,21,1,2,0,0,0,0,0,0,24,14
3bv9,-45.2109,-273.5611,262.4244,-6.4528,-62.8004,724,2.3,105,4.29,291.8,10,6.95,5.36,-7.2896,2,33,9,5,0,0,0,0,0,0,47,51
3cj4,-40.5865,-326.2895,329.363,-4.38,-41.893,436.2,1.7,95.4,3.14,264.4,3,6.12,6.51,-8.8536,-1,18,2,4,0,0,0,0,1,0,25,22
3coy,-58.6549,-129.9446,130.5503,-7.5328,-65.582,803.4,7.9,37.4,1.58,132.2,5,7.34,6.02,-8.1872,1,16,7,7,0,0,1,0,0,0,31,26
3coz,-39.0024,-83.7925,141.4031,-7.1638,11.4444,768,8.2,28,1.18,102.1,6,7.02,5.57,-7.5752,1,15,7,7,0,0,1,0,0,0,30,24
3d4z,-2.6137,-151.9407,94.3765,-3.0862,-63.2641,398.8,5.5,0,0,0,1,5.38,4.89,-6.6504,0,8,2,4,0,0,0,0,0,0,14,12
3d6q,-27.4307,85.2111,-81.006,-3.0576,-26.2832,315.8,2.4,4.6,1.07,36.8,3,4.85,3.76,-5.1136,1,14,3,5,0,0,0,0,0,0,22,22
3dd0,-16.3898,-123.7412,79.8469,-4.134,-64.4181,346.9,2.3,35.1,1.46,163.3,3,5.27,9,-12.2400,0,9,2,3,0,0,2,0,0,0,16,10
3dx1,16.4821,-342.8617,239.9281,-2.492,-88.9435,287,4.6,9.4,0,30.6,0,5.01,3.58,-4.8688,1,5,1,3,0,0,0,0,0,0,9,12
3dx2,-3.7891,-317.7313,240.8788,-3.3806,-84.0222,362.5,5.8,0,0,0,1,5.26,6.82,-9.2752,1,6,1,4,0,0,1,0,0,0,12,14
3dxg,-27.235,-322.9576,323.3633,-3.5741,-30.4034,317.8,2,4.1,0,19.7,3,4.66,2.4,-3.2640,-2,9,2,9,0,1,0,0,0,0,21,11
3e5a,-59.3738,-20.8591,47.1784,-6.6386,-39.6931,701.5,1,107,2.34,270.1,3,7.06,8.23,-11.1928,1,23,8,1,0,0,1,0,0,0,33,29
3e92,-61.0295,-25.4559,33.5311,-6.9579,-59.9122,717.5,3.5,185.3,5.32,401,1,8.27,8,-10.8800,0,21,3,2,0,0,0,0,0,0,26,21
3e93,-68.3491,-199.272,206.4869,-8.3959,-69.5301,915.2,3.4,176.7,5.16,280.8,1,8.86,8.85,-12.0360,1,30,4,3,0,0,0,0,0,0,37,33
3ebp,-50.635,-160.9242,178.8304,-5.0378,-37.7666,522.9,0,109.3,3.39,180.7,1,6.46,5.91,-8.0376,1,21,1,5,0,0,0,1,0,0,28,21
3ehy,-15.424,-334.3925,291.2001,-4.0335,-62.6499,434.3,3.1,28.9,0.87,116.3,4,5.44,5.85,-7.9560,-1,10,1,5,0,0,1,0,0,0,17,12
3ejr,-21.1877,-288.1925,231.4055,-4.1965,-82.1712,571.8,5.2,47.1,2.28,149.6,2,6.6,8.57,-11.6552,1,20,1,4,0,0,0,0,0,0,25,30
3f3a,-27.0514,-94.5169,81.813,-4.3389,-44.0942,449.8,3.6,71.4,1.66,131.5,3,5.87,4.19,-5.6984,0,11,2,2,0,0,0,0,0,0,15,12
3f3c,-24.9286,-100.6144,78.7779,-4.1837,-50.9488,453.3,4.2,57.5,0.97,121.2,3,5.79,6.02,-8.1872,0,9,1,2,1,0,0,0,0,0,13,10
3f3d,-20.8382,-104.5374,78.3416,-3.7248,-50.7588,338.9,4.5,28.1,0.61,65,4,5.06,7.16,-9.7376,0,5,1,2,0,0,1,0,0,0,9,11
3f3e,-19.7514,-102.3642,74.6688,-3.6487,-51.0955,344.1,4.4,58.9,1.54,150.1,3,5.48,7.7,-10.4720,0,6,1,2,0,0,0,0,0,0,9,13
3fcq,-7.9672,-124.1362,47.6099,-3.5278,-88.0213,337.1,2.6,32.5,0.56,198.8,2,5.26,2.77,-3.7672,-1,10,0,4,0,0,0,0,0,0,14,9
3fur,-68.662,-16.2974,31.2504,-6.9799,-60.6889,720.1,1.3,139.3,6.32,376.2,3,7.91,8,-10.8800,0,21,2,3,0,0,1,4,0,0,31,12
3fv1,-38.1532,-202.9589,154.6638,-5.2104,-91.6587,614.1,11,15.4,0.36,40.3,5,6.47,9.3,-12.6480,0,12,2,7,0,0,0,0,0,0,21,20
3fv2,-29.1958,-239.5103,186.1517,-4.9218,-87.4762,578.4,10.4,16,0.36,41.3,4,6.36,8.11,-11.0296,-1,11,1,8,0,0,0,0,0,0,20,16
3g0w,-56.6907,-29.9248,36.6909,-7.0135,-56.9381,667,0.7,101.4,2.55,184.3,0,7.04,9.52,-12.9472,0,15,3,2,3,0,0,1,0,0,24,13
3g2n,-40.5433,-86.7044,63.2547,-5.6053,-69.5983,531.9,5.2,30.8,0,131.6,2,6.07,4.09,-5.5624,0,13,1,6,0,0,0,0,0,0,20,17
3g2z,-18.9608,-30.9349,32.1161,-2.4718,-20.2514,216.5,2.9,18.9,0.14,73.7,0,4.7,2.36,-3.2096,0,7,5,1,0,0,0,0,0,0,13,9
3g31,-15.9382,-74.3384,74.1437,-2.6094,-18.7423,191.1,0,45.3,1.86,150.1,2,4.62,2.89,-3.9304,-1,12,1,4,0,0,0,0,0,0,17,14
3gbb,-31.6702,-242.0231,190.0354,-4.795,-88.4529,516.1,7.6,32.2,0.36,103.8,4,6.04,6.9,-9.3840,-1,11,1,6,0,0,0,0,0,0,18,16
3gc5,-33.765,-92.6569,73.1282,-4.5241,-57.8178,543,7.8,43,0.93,51.2,2,6.36,7.26,-9.8736,1,12,7,1,0,0,0,0,0,0,20,16
3ge7,-42.7205,-163.8068,151.6201,-6.291,-61.1982,682.8,7.5,78.7,1.41,170.7,5,6.98,8.7,-11.8320,2,18,7,1,0,0,0,0,0,0,26,27
3gnw,-65.0939,-37.5537,51.5324,-8.2149,-59.3301,773.9,2.8,109.9,4.68,383.3,4,7.87,9.1,-12.3760,0,34,3,5,1,0,1,0,0,0,44,32
3gr2,-20.9208,11.8039,-1.6313,-2.1374,-12.8856,241.3,0.7,21,0.89,132.2,1,4.74,2.52,-3.4272,0,7,6,1,0,0,0,0,0,0,14,10
3gv9,-16.3337,-156.2927,139.8787,-3.2397,-35.9874,249.9,2.7,21.8,0.39,128.7,0,4.94,2.12,-2.8832,-1,7,1,3,0,0,1,0,0,0,12,6
3gy4,-22.3969,11.4047,-26.6344,-2.9247,-40.5513,322.5,4,17.9,0,89.3,0,5.21,5.1,-6.9360,1,7,3,0,0,0,0,0,0,0,10,10
3ivg,-58.4458,-81.3454,81.3083,-7.148,-65.6309,740.8,2.6,83.9,2.41,216,6,6.96,4.3,-5.8480,-1,20,2,6,0,0,1,0,0,0,29,17
