id,GBSA-Evdw,GBSA-Eele,GBSA-GGB,GBSA-GSA,MM/GBSA,VDW,HB,HP,HM,HS,RT,X-Score,-logka,deltaGexp,charge,C,N,O,F,P,S,Cl,Br,I,heavy atoms,H
1ajx,-71.2463,-59.464,72.9684,-8.5373,-66.2792,899.0,3.2,155.7,7.33,427.5,10.0,8.44,7.91,-10.7576,0,33,2,5,0,0,0,0,0,0,40,34
1alw,-24.7487,-169.7158,175.1582,-3.5147,-22.821,246.0,0.0,63.2,1.98,152.8,3.0,4.83,6.52,-8.8672,-1,9,0,2,0,0,1,0,0,0,12,9
1atl,-26.1207,-115.0797,75.5118,-5.2093,-70.8979,543.8,1.6,44.3,1.81,190.0,7.0,5.78,6.28,-8.5408,-1,17,1,4,0,0,1,0,0,0,23,24
1avn,-8.468,2.1788,8.4091,-1.2383,0.8816,101.1,0.3,0.6,0.0,8.5,2.0,3.72,3.9,-5.304,1,5,3,0,0,0,0,0,0,0,8,10
1ax0,-14.7668,-65.2649,51.5199,-3.18,-31.6918,321.4,4.2,7.4,0.27,54.5,2.0,5.01,3.13,-4.2568,0,8,1,6,0,0,0,0,0,0,15,15
1azm,-10.1224,-124.8643,83.9568,-3.5933,-54.6232,287.8,2.5,18.5,0.52,84.2,1.0,4.94,6.1,-8.296,0,4,4,3,0,0,2,0,0,0,13,6
1b55,-22.3434,-3449.2729,3378.3981,-5.9848,-99.203,513.2,8.7,0.0,0.0,0.0,4.0,5.83,7.4,-10.064,-6,6,0,18,0,4,0,0,0,0,28,8
1b57,0.2243,-519.2011,405.9166,-3.1685,-116.2287,311.8,9.8,0.0,0.0,0.0,2.0,5.27,8.0,-10.88,-2,2,1,6,0,1,0,0,0,0,10,4
1b6k,-84.2007,-98.2555,101.5959,-10.2242,-91.0845,967.6,6.8,143.9,6.01,456.3,10.0,8.82,8.74,-11.8864,1,37,5,7,0,0,0,0,0,0,49,54
1b6l,-72.4487,-78.0597,93.5945,-8.5889,-65.5028,844.9,3.4,101.7,4.3,367.7,6.0,7.94,8.3,-11.288,1,28,5,6,0,0,0,0,0,0,39,44
1b8n,-39.7591,-196.3489,184.9864,-5.0015,-56.1231,555.0,6.9,7.4,0.01,1.4,2.0,6.05,10.52,-14.3072,1,11,5,4,0,0,0,0,0,0,20,16
1b8o,-38.705,-181.0325,178.9739,-4.8491,-45.6127,526.5,5.1,7.1,0.01,1.4,2.0,5.8,10.64,-14.4704,1,11,4,4,0,0,0,0,0,0,19,15
1b8y,-38.5224,-253.4732,188.7118,-6.4052,-109.689,740.8,3.0,100.0,3.01,231.5,4.0,7.3,7.85,-10.676,-1,19,2,4,0,0,1,0,0,0,26,21
1bai,-70.6345,-304.1335,318.8205,-9.4461,-65.3936,1060.6,7.5,124.6,6.48,427.3,23.0,8.13,7.7,-10.472,1,40,11,9,0,0,0,0,0,0,60,68
1bcd,-7.8479,-59.7453,71.0373,-2.9112,0.5329,208.6,2.5,0.0,0.0,0.0,0.0,4.47,8.7,-11.832,0,1,1,2,3,0,1,0,0,0,8,2
1bdq,-69.9996,-42.5161,62.3181,-9.2991,-59.4967,861.9,3.0,148.8,6.39,474.8,10.0,8.2,6.34,-8.6224,0,31,4,4,0,0,0,0,0,0,39,42
1bgq,-42.3809,-48.5035,54.2755,-5.1124,-41.7213,490.5,1.3,61.5,2.14,183.0,0.0,6.21,8.57,-11.6552,0,18,0,6,0,0,0,1,0,0,25,17
1bhx,-57.8309,-128.8597,141.9537,-7.0718,-51.8087,674.5,3.5,90.3,2.95,196.2,8.0,6.66,6.84,-9.3024,1,19,6,4,0,0,2,0,0,0,31,29
1bju,-34.7629,-7.0763,10.1204,-4.3495,-36.0683,465.8,3.3,34.1,1.67,168.2,0.0,6.1,4.8,-6.528,1,14,4,1,0,0,0,1,0,0,20,14
1bjv,-37.0453,-5.8301,11.4653,-4.5969,-36.007,514.7,3.5,32.9,1.69,185.9,2.0,6.17,5.54,-7.5344,1,20,4,2,0,0,0,0,0,0,26,19
1bm7,-32.2771,129.9394,-127.2857,-5.2213,-34.8447,449.5,0.5,91.9,3.29,180.9,0.0,6.22,7.52,-10.2272,-1,14,1,2,3,0,0,0,0,0,20,9
1bma,-35.7179,20.8449,-1.1119,-4.9076,-20.8925,731.8,2.0,97.9,3.88,306.0,8.0,7.07,4.59,-6.2424,1,27,4,3,3,0,0,0,0,0,37,36
1bn1,-16.2982,-140.5458,82.6654,-4.7566,-78.9352,373.0,3.4,64.1,2.6,149.1,4.0,5.59,9.34,-12.7024,0,12,2,4,0,0,3,0,0,0,21,14
1bn3,-22.3561,-123.8902,87.9962,-5.1334,-63.3835,400.4,3.5,47.1,1.75,107.5,2.0,5.66,9.89,-13.4504,0,13,2,5,0,0,3,0,0,0,23,12
1bn4,-25.311,-72.0768,79.5076,-4.5801,-22.4603,381.1,3.4,56.3,2.04,118.9,5.0,5.4,9.31,-12.6616,0,12,2,5,0,0,3,0,0,0,22,14
1bnn,-22.7841,-140.2409,78.6586,-5.1624,-89.5288,405.2,3.7,46.7,1.62,108.1,2.0,5.67,10.0,-13.6,0,13,2,5,0,0,3,0,0,0,23,14
1bnq,-22.4266,-139.0917,87.2985,-5.6119,-79.8317,428.6,3.2,25.5,0.8,125.7,6.0,5.26,9.49,-12.9064,1,11,3,5,0,0,3,0,0,0,22,20
1bnt,-19.9449,-151.4984,112.0828,-5.0844,-64.4449,419.4,3.5,46.9,1.62,102.5,2.0,5.71,9.8,-13.328,0,13,2,6,0,0,3,0,0,0,24,14
1bnu,-16.6283,-149.6988,92.7041,-5.1412,-78.7642,425.6,4.0,38.3,0.8,110.6,3.0,5.57,9.7,-13.192,0,11,2,5,0,0,4,0,0,0,22,12
1bnv,-24.4806,-101.8448,73.6963,-5.3076,-57.9367,428.1,4.2,34.5,1.62,66.2,3.0,5.63,8.77,-11.9272,1,14,3,5,0,0,3,0,0,0,25,18
1bnw,-16.8154,-130.8339,74.2331,-4.7489,-78.1651,356.3,2.3,36.7,0.92,121.3,4.0,5.11,9.08,-12.3488,0,9,2,4,0,0,4,0,0,0,19,10
1bq4,8.3573,-1762.0795,1662.2422,-4.7304,-96.2104,332.0,3.0,1.0,0.0,11.0,0.0,5.02,5.22,-7.0992,-6,12,0,12,0,0,0,0,0,0,24,0
1br6,-39.3765,-35.5993,44.7052,-3.9764,-34.247,537.4,4.3,24.0,1.31,44.6,2.0,6.06,3.22,-4.3792,-1,14,6,3,0,0,0,0,0,0,23,11
1bty,-20.3347,-14.6028,3.8756,-2.8417,-33.9036,300.8,3.3,21.0,0.0,120.6,0.0,5.12,4.74,-6.4464,1,7,2,0,0,0,0,0,0,0,9,9
1bv7,-91.0422,-92.0598,98.3461,-10.8136,-95.5695,1167.3,6.0,214.6,7.84,412.0,8.0,10.11,10.3,-14.008,0,41,6,5,0,0,2,0,0,0,54,38
1bv9,-90.3925,-88.1816,97.1379,-10.4241,-91.8603,1162.4,7.1,190.8,7.84,412.2,8.0,10.11,9.96,-13.5456,0,41,6,5,0,0,2,0,0,0,54,38
1bwa,-91.4814,-84.3318,92.1991,-10.3515,-93.9656,1151.4,7.9,175.0,6.49,405.1,8.0,9.89,8.6,-11.696,0,41,6,5,0,0,2,0,0,0,54,38
1bzj,-30.3672,-415.2308,376.2571,-4.3834,-73.7243,488.4,5.5,108.6,3.21,104.6,1.0,6.61,4.66,-6.3376,-3,12,0,5,2,1,0,0,0,0,20,6
1c1r,-29.1881,0.5221,4.9091,-3.8571,-27.614,488.7,4.7,28.1,0.67,149.9,2.0,5.96,7.63,-10.3768,1,16,6,0,0,0,0,0,0,0,22,15
1c1u,-19.7321,-169.406,175.4223,-4.6811,-18.3969,512.7,3.7,33.8,0.0,178.9,2.0,5.95,8.25,-11.22,1,16,6,0,0,0,0,0,0,0,22,15
1c1v,-28.1287,67.0039,-47.6745,-4.8703,-13.6696,540.9,3.9,33.2,0.0,157.1,2.0,6.05,7.64,-10.3904,2,17,8,0,0,0,0,0,0,0,25,18
1c3x,-28.6916,-44.5927,43.7761,-2.8395,-32.3477,311.9,1.9,1.6,1.11,79.6,0.0,5.09,3.68,-5.0048,0,5,5,1,0,0,0,0,0,1,12,4
1c4u,-62.3147,-128.2612,141.1746,-7.02,-56.4213,742.3,2.0,81.1,3.12,228.3,8.0,6.85,10.37,-14.1032,1,23,6,5,0,0,1,0,1,0,36,30
1c5n,-25.6009,-69.0125,63.8591,-3.1838,-33.9381,350.3,2.4,21.0,1.11,167.2,0.0,5.46,4.7,-6.392,1,9,2,0,0,0,1,0,0,1,13,8
1c5o,-19.184,-112.1409,103.7562,-2.7001,-30.2688,277.8,1.8,23.1,0.0,116.8,0.0,4.92,3.49,-4.7464,1,7,2,0,0,0,0,0,0,0,9,9
1c5p,-19.8978,37.0172,-45.9433,-2.7779,-31.6018,296.3,3.2,22.4,0.0,119.6,0.0,5.1,4.68,-6.3648,1,7,2,0,0,0,0,0,0,0,9,9
1c5q,-24.2417,-11.5095,7.3163,-3.1542,-31.5891,370.2,3.1,22.3,1.11,161.9,0.0,5.59,6.36,-8.6496,1,9,2,0,0,0,1,0,0,1,13,8
1c5s,-23.2275,-17.0739,6.2079,-2.9156,-37.0091,355.6,3.1,24.5,0.0,146.3,0.0,5.37,6.0,-8.16,1,9,2,0,0,0,1,0,0,0,12,9
1c5t,-25.807,5.1284,-3.8063,-3.1628,-27.6477,351.8,3.5,17.6,0.0,94.2,0.0,5.3,4.1,-5.576,1,8,3,0,0,0,1,0,0,0,12,8
1c5x,-31.0127,-118.7966,107.3506,-3.2344,-45.6931,390.6,3.3,26.0,1.11,179.8,0.0,5.72,6.68,-9.0848,1,9,2,0,0,0,1,0,0,1,13,8
1c5y,-26.7506,-110.4209,102.9324,-3.2372,-37.4763,367.2,2.9,19.3,0.0,105.9,0.0,5.34,4.2,-5.712,1,8,3,0,0,0,1,0,0,0,12,8
1c70,-88.1264,-183.1248,196.3299,-10.7131,-85.6344,1067.7,3.1,180.7,6.18,516.4,10.0,9.15,10.3,-14.008,2,39,4,5,0,0,0,0,0,0,48,50
1c83,-26.016,-249.9592,225.5451,-4.0098,-54.4399,461.9,5.4,56.9,1.4,51.7,0.0,6.12,4.85,-6.596,-2,11,2,5,0,0,0,0,0,0,18,6
1c86,-20.5816,-328.9614,279.7952,-3.9772,-73.725,437.9,6.6,43.9,0.28,50.3,0.0,5.94,4.7,-6.392,-2,10,1,6,0,0,1,0,0,0,18,7
1c87,-21.6606,-298.4122,254.3309,-3.5877,-69.3296,434.5,6.0,45.3,0.28,52.0,0.0,5.88,4.2,-5.712,-2,10,1,6,0,0,1,0,0,0,18,7
1c88,-26.282,-234.3682,191.6029,-3.974,-73.0213,459.2,7.5,45.6,0.28,51.2,0.0,6.09,5.29,-7.1944,-1,10,2,5,0,0,1,0,0,0,18,9
1cbx,1.5127,-582.5864,416.4301,-4.5778,-169.2214,412.9,5.1,69.1,1.64,178.2,4.0,5.81,6.35,-8.636,-2,11,0,4,0,0,0,0,0,0,15,10
1ceb,-9.7652,-258.9122,222.3847,-3.428,-49.7207,263.2,3.7,61.7,1.56,87.6,2.0,5.12,6.0,-8.16,0,8,1,2,0,0,0,0,0,0,11,15
1cgl,21237.255,-223.0653,434.7231,-5.2452,21443.6676,729.0,6.9,53.3,1.73,271.7,16.0,6.31,6.87,-9.3432,1,33,5,7,0,0,0,0,0,0,45,48
1ciz,-47.7078,-262.5514,197.9413,-7.2847,-119.6026,892.2,3.0,125.8,3.7,330.7,5.0,8.13,7.44,-10.1184,-1,28,3,4,0,0,1,0,0,0,36,28
1cnw,-18.1666,-172.5445,142.9506,-5.5429,-53.3034,403.0,2.3,34.7,1.31,80.1,11.0,4.7,7.72,-10.4992,1,15,4,6,0,0,1,0,0,0,26,25
1cnx,-13.1068,-194.1432,156.7597,-5.5622,-56.0525,419.5,2.3,35.5,1.31,80.6,9.0,4.94,7.37,-10.0232,1,13,3,5,0,0,1,0,0,0,22,22
1cny,-17.3263,-157.3233,120.1566,-4.8923,-59.3853,417.5,2.0,35.8,3.29,78.5,13.0,4.83,7.85,-10.676,1,22,4,6,0,0,1,0,0,0,33,31
1cps,12.6573,-496.7808,323.2794,-5.0282,-165.8723,395.0,3.8,55.2,1.64,159.5,4.0,5.58,6.66,-9.0576,-1,11,2,2,0,0,1,0,0,0,16,15
1ctt,-25.7281,-138.9239,117.9208,-4.8185,-51.5497,541.5,4.6,14.1,0.47,23.7,2.0,5.93,4.52,-6.1472,0,9,2,5,0,0,0,0,0,0,16,14
1ctu,-28.3988,-163.3323,135.8201,-4.5642,-60.4752,552.6,7.2,12.8,0.47,20.6,2.0,6.16,11.92,-16.2112,0,9,2,6,0,0,0,0,0,0,17,14
1d09,-7.4394,-677.7387,526.3428,-4.6645,-163.4998,447.7,13.8,4.6,0.0,32.9,4.0,6.01,7.57,-10.2952,-4,6,1,8,0,1,0,0,0,0,16,6
1d3d,-62.6151,-123.4116,133.0849,-6.8939,-59.8357,782.9,0.7,119.4,3.87,392.4,8.0,7.35,9.09,-12.3624,2,32,2,2,0,0,1,0,1,0,38,37
1d3p,-68.1239,-83.9755,106.1821,-7.1603,-53.0776,792.0,1.0,107.6,3.75,342.9,10.0,7.13,7.39,-10.0504,2,32,3,3,0,0,1,0,0,0,39,39
1d4h,-85.7112,-70.7884,86.7784,-10.3629,-80.0841,1077.7,4.2,191.5,6.58,461.5,12.0,9.12,10.0,-13.6,0,36,2,7,0,0,0,0,0,0,45,38
1d4i,-92.75,-65.7158,86.931,-10.6297,-82.1645,1127.7,3.8,204.5,6.53,455.8,11.0,9.4,8.85,-12.036,0,38,2,7,0,0,0,0,0,0,47,40
1d4k,-82.0558,-126.2126,119.426,-10.5822,-99.4246,1026.9,3.4,183.3,6.47,499.5,10.0,9.04,9.22,-12.5392,1,41,4,6,0,0,0,0,0,0,51,55
1d4l,-77.4453,-63.2507,79.6135,-10.1656,-71.2481,897.6,3.1,135.6,5.72,413.2,8.0,8.31,8.77,-11.9272,0,32,4,6,0,0,1,0,0,0,43,48
1d4p,-47.168,-126.699,123.2192,-5.6431,-56.2909,643.2,2.8,104.1,2.82,241.6,2.0,7.07,6.3,-8.568,1,22,4,1,0,0,0,0,0,0,27,25
1d4y,-73.2177,-76.8981,86.4441,-9.4293,-73.101,888.3,3.7,137.5,5.75,378.0,8.0,8.27,11.1,-15.096,0,31,2,5,3,0,1,0,0,0,42,33
1d6v,-46.2934,-57.0423,87.0568,-5.7867,-22.0656,638.5,1.0,178.3,4.7,285.0,6.0,7.1,6.17,-8.3912,-1,23,1,4,0,0,0,0,0,0,28,26
1d6w,-67.602,-43.3467,64.3315,-6.9924,-53.6096,729.8,2.0,85.4,2.62,224.8,7.0,6.83,5.96,-8.1056,0,24,7,5,0,0,1,0,0,0,37,29
1d7i,-17.1513,-5.7656,10.096,-2.5135,-15.3344,157.4,1.0,16.7,0.25,36.4,2.0,4.12,3.6,-4.896,0,3,0,1,0,0,2,0,0,0,6,8
1d7j,-14.6206,-8.0925,10.1699,-2.1446,-14.6878,161.1,0.9,33.9,0.27,102.3,2.0,4.27,3.3,-4.488,0,4,0,2,0,0,0,0,0,0,6,8
1d9i,-52.3962,-157.2627,167.8774,-6.296,-48.0775,618.6,2.1,83.5,2.62,242.4,7.0,6.41,9.11,-12.3896,1,22,5,5,0,0,1,0,0,0,33,30
1det,0.0,192.8416,-178.2077,-2.1264,12.5075,340.0,4.6,0.0,0.0,0.0,3.0,4.91,4.3,-5.848,-2,10,5,8,0,1,0,0,0,0,24,12
1df8,-42.4462,-44.6862,43.449,-4.8587,-48.5421,515.3,4.9,71.5,1.33,124.3,5.0,6.01,9.7,-13.192,-1,10,2,3,0,0,1,0,0,0,16,15
1dgm,-25.4117,-70.636,65.7781,-3.8792,-34.1488,365.0,1.2,0.0,0.0,0.0,2.0,4.83,5.05,-6.868,0,10,5,4,0,0,0,0,0,0,19,13
1dhi,-46.9747,-6.038,11.6338,-6.361,-47.7399,585.7,3.3,60.1,2.0,87.9,6.0,6.1,7.26,-9.8736,-2,20,8,5,0,0,0,0,0,0,33,20
1dhj,-43.9348,-25.6361,19.9897,-6.1855,-55.7667,602.9,3.4,62.8,2.0,95.0,6.0,6.19,6.55,-8.908,-2,20,8,5,0,0,0,0,0,0,33,20
1dif,-94.9507,-82.0469,89.6913,-12.0127,-99.319,1144.2,5.1,192.4,7.68,491.4,15.0,9.39,10.66,-14.4976,0,44,8,6,2,0,0,0,0,0,60,56
1dmp,-71.2314,-75.371,80.3193,-8.7816,-75.0647,918.7,3.8,174.6,6.91,357.6,8.0,8.64,9.55,-12.988,0,33,4,3,0,0,0,0,0,0,40,36
1drj,-7.2896,-127.9451,63.6231,-3.2936,-74.9052,331.1,9.2,0.0,0.0,0.0,0.0,5.47,7.4,-10.064,0,5,0,5,0,0,0,0,0,0,10,10
1drk,-6.1921,-131.2601,64.0332,-3.3184,-76.7374,333.3,10.1,0.0,0.0,0.0,0.0,5.54,6.82,-9.2752,0,5,0,5,0,0,0,0,0,0,10,10
1dy4,-38.8753,-536.7714,528.4186,-5.2446,-52.4727,550.8,4.1,99.1,2.28,287.5,6.0,6.44,4.36,-5.9296,1,16,1,2,0,0,0,0,0,0,19,20
1dzk,-28.8497,-2.4189,13.2981,-3.4426,-21.4131,299.5,0.0,52.6,1.18,150.9,3.0,4.91,6.1,-8.296,0,9,2,1,0,0,0,0,0,0,12,14
1e2k,-42.7745,-49.415,43.8226,-5.0285,-53.3954,494.7,1.8,73.3,1.12,160.9,2.0,5.97,4.94,-6.7184,0,12,2,4,0,0,0,0,0,0,18,16
1e2l,-37.3663,-44.8735,39.2323,-4.9594,-47.9669,485.1,2.9,70.7,1.12,159.7,2.0,6.01,4.29,-5.8344,0,12,2,4,0,0,0,0,0,0,18,16
1e3g,-51.1659,-36.1565,34.8639,-5.7741,-58.2326,616.0,1.2,198.4,3.03,338.0,0.0,7.44,9.0,-12.24,0,19,0,2,0,0,0,0,0,0,21,24
1e3v,-38.7089,242.7814,-207.401,-5.036,-8.3645,453.2,1.9,123.2,5.21,271.9,4.0,6.48,4.34,-5.9024,-1,24,0,4,0,0,0,0,0,0,28,39
1e6q,-14.585,-448.9829,404.3138,-3.5366,-62.7907,387.5,6.4,0.0,0.0,0.0,1.0,5.4,3.15,-4.284,1,6,4,4,0,0,0,0,0,0,14,11
1e6s,-20.9587,-102.0963,77.582,-3.6442,-49.1172,369.5,5.7,0.0,0.0,0.0,1.0,5.27,3.22,-4.3792,0,6,2,5,0,0,0,0,0,0,13,12
1eb2,-48.5638,-31.0891,32.305,-6.0514,-53.3993,679.7,5.0,99.2,2.0,263.4,3.0,7.2,6.01,-8.1736,1,28,4,3,0,0,0,0,0,0,35,29
1ebw,-86.2284,-69.7773,79.4693,-10.6622,-87.1986,998.7,6.7,156.6,6.51,439.5,15.0,8.6,9.05,-12.308,0,34,4,8,0,0,0,0,0,0,46,52
1ebz,-86.5684,-81.0173,90.8477,-9.855,-86.593,1042.2,5.5,164.3,6.79,422.8,12.0,8.98,9.4,-12.784,0,35,3,8,0,0,0,0,0,0,46,43
1ec0,-91.3438,-85.0985,94.8649,-10.5105,-92.0879,1172.2,5.4,182.1,5.56,419.7,11.0,9.46,8.49,-11.5464,0,38,2,8,2,0,0,0,0,0,50,38
1ec1,-92.5513,-75.4572,86.5438,-11.1186,-92.5833,1126.5,6.6,160.7,7.05,383.5,13.0,9.28,8.92,-12.1312,0,40,4,8,0,0,2,0,0,0,54,50
1ec2,-92.4007,-82.0218,92.0658,-10.792,-93.1487,1111.6,6.4,159.2,8.19,423.3,13.0,9.4,10.0,-13.6,0,42,6,8,0,0,0,0,0,0,56,52
1ec3,-90.0378,-79.5891,91.9164,-10.7864,-88.4969,1083.3,6.4,152.9,7.0,456.9,17.0,8.83,9.04,-12.2944,0,42,6,8,0,0,0,0,0,0,56,52
1ecq,-9.351,173.0301,-272.6943,-4.431,-113.4462,371.0,6.9,3.1,0.0,18.7,5.0,5.08,3.0,-4.08,-2,6,0,7,0,0,0,0,0,0,13,8
1efy,-37.2707,-30.3124,36.9674,-4.3598,-34.9755,475.3,1.6,74.2,1.31,161.2,1.0,5.99,8.22,-11.1792,0,15,3,2,0,0,0,0,0,0,20,13
1ejn,-50.2744,-139.557,133.9956,-5.3329,-61.1687,622.4,4.8,40.8,1.33,221.0,3.0,6.64,5.62,-7.6432,1,19,5,1,0,0,0,0,0,0,25,28
1ela,-21.386,-29.5495,70.6706,-4.9633,14.7718,617.6,3.0,74.5,3.42,212.2,7.0,6.52,6.36,-8.6496,1,22,4,3,3,0,0,0,0,0,32,32
1elb,-39.3475,-58.6067,75.7976,-5.1879,-27.3445,576.5,0.0,67.9,4.49,247.7,9.0,6.12,7.15,-9.724,1,23,4,3,3,0,0,0,0,0,33,36
1elc,89.5069,-79.6583,129.3246,-5.4059,133.7673,771.3,0.0,86.3,1.77,305.4,9.0,6.68,6.66,-9.0576,1,26,4,3,3,0,0,0,0,0,36,34
1eld,484.0826,-27.9409,56.6949,-4.3566,508.48,601.4,2.2,78.5,3.18,187.1,5.0,6.5,6.7,-9.112,0,21,3,3,6,0,0,0,0,0,33,19
1ele,-19.2355,-14.9407,27.2643,-2.8457,-9.7576,580.7,2.2,49.8,3.23,174.4,4.0,6.4,6.85,-9.316,0,17,3,3,6,0,0,0,0,0,29,19
1enu,-25.344,-51.3064,43.6085,-3.4884,-36.5303,333.1,4.0,53.5,1.6,67.7,0.0,5.54,5.08,-6.9088,0,8,3,2,0,0,0,0,0,0,13,7
1epo,698.3508,-79.5176,221.3207,-5.5093,834.6446,894.6,6.9,112.8,3.69,325.1,12.0,7.8,7.96,-10.8256,0,32,5,7,2,0,0,0,0,0,46,49
1erb,-59.6779,-2.6621,22.6776,-7.6012,-47.2636,612.2,0.0,204.0,4.01,473.0,1.0,7.57,8.1,-11.016,0,22,1,1,0,0,0,0,0,0,24,33
1ew9,24.2539,-345.7617,230.6096,-2.4489,-93.3471,96.8,0.3,1.5,0.0,70.7,0.0,3.95,3.22,-4.3792,-2,1,0,3,0,1,1,0,0,0,6,3
1ex8,-41.0334,-1128.1928,967.6816,-9.0747,-210.6193,926.0,18.7,0.0,0.0,0.0,13.0,7.5,6.33,-8.6088,-4,17,10,17,0,4,0,0,0,0,48,18
1ezq,-57.7938,-181.075,183.2654,-6.7859,-62.3893,817.9,4.8,176.7,4.41,258.6,6.0,8.03,9.05,-12.308,2,27,4,3,0,0,0,0,0,0,34,32
1f0s,-49.6318,-24.7776,40.1858,-4.8097,-39.0333,632.8,1.6,74.4,1.42,165.3,4.0,6.4,7.74,-10.5264,0,19,5,3,0,0,2,0,0,0,29,17
